NCT_ID;Asset_Name;Antibody_Format;Antibody_Name;Target_Antigen;Radioisotope;Chelator;Linker_Technology;Category;Asset_Owner;Is_RIT;Asset_Name_Conf;Antibody_Format_Conf;Antibody_Name_Conf;Target_Antigen_Conf;Radioisotope_Conf;Chelator_Conf;Linker_Technology_Conf;Category_Conf;Asset_Owner_Conf;Notes;Extraction_Method;Sources;Phase;Lead_Sponsor;Sponsor_Class;Status;Start_Date;First_Posted;Enrollment;Countries;Conditions;EudraCT_Number;CTIS_Number;Secondary_IDs;Source_Registry;Registry_URL;Target_Antigen_Norm;Antibody_Name_Norm;Radioisotope_Norm;Chelator_Norm;Antibody_Format_Norm;Asset_Owner_Norm;Linker_Technology_Norm;Phase_Norm;Sponsor_Type;Start_Year;Target_Family;Format_Family;Isotope_Family;Chelator_Family
NCT01147393;90Y-epratuzumab tetraxetan;Full-length IgG;epratuzumab;CD22;Y-90;DOTA (tetraxetan);Direct conjugation;Therapeutic;Immunomedics;Yes;HIGH;MEDIUM;HIGH;HIGH;HIGH;MEDIUM;MEDIUM;HIGH;MEDIUM;Fractionated 90Y-epratuzumab (anti-CD22) + veltuzumab (anti-CD20) for follicular lymphoma. Weill Cornell/Immunomedics collaboration.;llm_extracted;;PHASE1, PHASE2;Weill Medical College of Cornell University;OTHER;TERMINATED;2010-10;2010-06-22;4.0;United States;Follicular Lymphoma;;;;ClinicalTrials.gov;https://clinicaltrials.gov/study/NCT01147393;CD22;epratuzumab;Y-90;DOTA;Full-length IgG;Immunomedics;Direct conjugation;Phase 1/2;Academic/Hospital;2010.0;Hematologic lineage marker;Full-length IgG;Beta emitter;Macrocyclic chelator
NCT00695409;90Y-ibritumomab tiuxetan (Zevalin);Full-length IgG;ibritumomab;CD20;Y-90;MX-DTPA (tiuxetan);Direct conjugation;Therapeutic;Bayer;Yes;HIGH;MEDIUM;HIGH;HIGH;HIGH;MEDIUM;MEDIUM;HIGH;MEDIUM;Zevalin + high-dose BEAM + ASCT for relapsed B-cell NHL. City of Hope Phase II.;llm_extracted;;PHASE2;City of Hope Medical Center;OTHER;COMPLETED;2008-03-18;2008-06-11;122.0;United States;Lymphoma;;;NIH:P01CA030206 | NIH:P30CA033572 | UNKNOWN:CHNMC-07076 | REGISTRY:CDR0000597569 | REGISTRY:NCI-2010-01231;ClinicalTrials.gov;https://clinicaltrials.gov/study/NCT00695409;CD20;ibritumomab;Y-90;MX-DTPA (tiuxetan);Full-length IgG;Bayer;Direct conjugation;Phase 2;Academic/Hospital;2008.0;Hematologic lineage marker;Full-length IgG;Beta emitter;Acyclic chelator
NCT00061425;90Y-epratuzumab (90Y-hLL2 IgG);Full-length IgG;epratuzumab (hLL2);CD22;Y-90;DOTA;Direct conjugation;Therapeutic;Immunomedics / Gilead Sciences;Yes;HIGH;MEDIUM;HIGH;HIGH;HIGH;MEDIUM;MEDIUM;HIGH;MEDIUM;Phase I/II dose escalation of 90Y-epratuzumab IgG for NHL. Multiple centers. Immunomedics compound.;llm_extracted;;PHASE1, PHASE2;Gilead Sciences;INDUSTRY;COMPLETED;2000-08;2003-05-28;;;Non-Hodgkin's Lymphoma, Lymphoma, B-Cell;;;;ClinicalTrials.gov;https://clinicaltrials.gov/study/NCT00061425;CD22;epratuzumab;Y-90;DOTA;Full-length IgG;Immunomedics;Direct conjugation;Phase 1/2;Industry;2000.0;Hematologic lineage marker;Full-length IgG;Beta emitter;Macrocyclic chelator
NCT06120374;Not applicable;;;;;;;;;No;;;;;;;;;;FALSE POSITIVE. Adjuvant VMAT/IGRT external beam RT + PD-1/PD-L1 inhibitor for UTUC. No radiolabeled antibody. Pattern #2.;llm_extracted;;;Peking University First Hospital;OTHER;RECRUITING;2022-01-01;2023-11-07;178.0;China;Urothelial Carcinoma;;;;ClinicalTrials.gov;https://clinicaltrials.gov/study/NCT06120374;;;;;;;;;Academic/Hospital;2022.0;;;;
NCT00645710;90Y-cT84.66 (anti-CEA);Full-length IgG;cT84.66 (chimeric);CEA;Y-90;DOTA;Direct conjugation;Therapeutic;City of Hope Medical Center;Yes;HIGH;MEDIUM;HIGH;HIGH;HIGH;MEDIUM;MEDIUM;HIGH;MEDIUM;90Y-cT84.66 (anti-CEA) IV + HAI FUdR/gemcitabine for colorectal liver mets. City of Hope academic program.;llm_extracted;;PHASE1, PHASE2;City of Hope Medical Center;OTHER;COMPLETED;2005-02-11;2008-03-28;16.0;United States;Liver Metastases, Recurrent Colon Cancer, Recurrent Rectal Cancer, Stage IV Colon Cancer, Stage IV Rectal Cancer;;;UNKNOWN:NCI-2010-01229 | REGISTRY:CDR0000590335;ClinicalTrials.gov;https://clinicaltrials.gov/study/NCT00645710;CEA;cT84.66 (chimeric);Y-90;DOTA;Full-length IgG;City of Hope Medical Center;Direct conjugation;Phase 1/2;Academic/Hospital;2005.0;Epithelial tumor-associated antigen;Full-length IgG;Beta emitter;Macrocyclic chelator
NCT00268983;I-131 tositumomab (Bexxar);Full-length IgG;tositumomab;CD20;I-131;Direct radioiodination;Direct radioiodination;Therapeutic;GlaxoSmithKline;Yes;HIGH;MEDIUM;HIGH;HIGH;HIGH;MEDIUM;MEDIUM;HIGH;MEDIUM;Phase 3 Bexxar vs. rituximab head-to-head for relapsed follicular NHL. GSK sponsored.;llm_extracted;;PHASE3;GlaxoSmithKline;INDUSTRY;COMPLETED;2004-10;2005-12-23;14.0;France, United Kingdom, United States;Lymphoma, Non-Hodgkin;;;;ClinicalTrials.gov;https://clinicaltrials.gov/study/NCT00268983;CD20;tositumomab;I-131;Direct radioiodination;Full-length IgG;GlaxoSmithKline;Direct radioiodination;Phase 3;Industry;2004.0;Hematologic lineage marker;Full-length IgG;Beta emitter;Direct radiohalogenation
NCT00110149;90Y-ibritumomab tiuxetan (Zevalin);Full-length IgG;ibritumomab;CD20;Y-90;MX-DTPA (tiuxetan);Direct conjugation;Therapeutic;Bayer;Yes;HIGH;MEDIUM;HIGH;HIGH;HIGH;MEDIUM;MEDIUM;HIGH;MEDIUM;First-line rituximab + Zevalin for indolent NHL. Phase II.;llm_extracted;;PHASE2;Beth Israel Deaconess Medical Center;OTHER;TERMINATED;2004-05;2005-05-04;12.0;United States;Lymphoma;;;REGISTRY:CDR0000409723 | REGISTRY:NCI-2011-02445;ClinicalTrials.gov;https://clinicaltrials.gov/study/NCT00110149;CD20;ibritumomab;Y-90;MX-DTPA (tiuxetan);Full-length IgG;Bayer;Direct conjugation;Phase 2;Academic/Hospital;2004.0;Hematologic lineage marker;Full-length IgG;Beta emitter;Acyclic chelator
NCT01151358;Not specified (registry);Full-length IgG;Not specified;CD20;Not specified;Not specified;Not specified;Therapeutic;Not disclosed;Yes;HIGH;MEDIUM;HIGH;HIGH;HIGH;MEDIUM;MEDIUM;HIGH;MEDIUM;MERIT-NHL registry study. Adds FDG-PET/CT imaging data to International RIT Registry for follicular lymphoma patients receiving standard RIT (likely Zevalin or Bexxar). Observational. | WEB ENRICHMENT: No relevant information found in PubMed abstracts. Articles cover neuroendocrine tumor imaging (PMID:41002566), head/neck cancer radiotherapy adherence (PMID:32693228), small-animal PET system evaluation (PMID:25479202), 99mTc-mertiatide radiochemical purity testing (PMID:16322124), and proteoglycan xylosylation (PMID:8496173). None discuss CD20-targeting radioimmunotherapy or provide information about the asset owner for NCT01151358. | WEB SEARCH ENRICHMENT: Unable to locate specific information for NCT01151358 via web search. ClinicalTrials.gov record did not load in search results, and no publications or conference abstracts were found that specifically reference this NCT number. Cannot determine Asset_Owner without access to the trial registry record or associated publications.;llm_extracted;;;University Hospital, Saarland;OTHER;UNKNOWN;2008-05;2010-06-28;150.0;Germany;Follicular Lymphoma;;;;ClinicalTrials.gov;https://clinicaltrials.gov/study/NCT01151358;CD20;;;;Full-length IgG;;;;Academic/Hospital;2008.0;Hematologic lineage marker;Full-length IgG;;
NCT00860860;TF2 / 177Lu-IMP-288 (PRIT);Bispecific antibody;TF2 (anti-CEA x anti-HSG);CEA;"Lu-177; In-111";DOTA;Bispecific pretargeting (PRIT);Theranostic;Radboud University Medical Center;Yes;HIGH;MEDIUM;HIGH;HIGH;HIGH;MEDIUM;MEDIUM;HIGH;MEDIUM;Pretargeted RIT: anti-CEA x anti-hapten bsMAb TF2 + 177Lu-DOTA-di-HSG-IMP-288 hapten peptide. In-111 imaging. Phase I colorectal cancer (Radboud).;llm_extracted;;PHASE1;Radboud University Medical Center;OTHER;COMPLETED;2009-07;2009-03-12;20.0;Netherlands;Colorectal Neoplasms;;;;ClinicalTrials.gov;https://clinicaltrials.gov/study/NCT00860860;CEA;TF2;"Lu-177; In-111";DOTA;Bispecific antibody;Radboud University Medical Center;Bispecific pretargeting;Phase 1;Academic/Hospital;2009.0;Epithelial tumor-associated antigen;Bispecific;Beta emitter;Macrocyclic chelator
NCT00421395;90Y-epratuzumab (90Y-hLL2);Full-length IgG;epratuzumab (hLL2);CD22;Y-90;DOTA;Direct conjugation;Therapeutic;Immunomedics / Gilead Sciences;Yes;HIGH;MEDIUM;HIGH;HIGH;HIGH;MEDIUM;MEDIUM;HIGH;MEDIUM;Repeated dosing (2-3 weekly) of 90Y-epratuzumab for B-cell NHL. Phase I/II dose escalation. Immunomedics.;llm_extracted;;PHASE1, PHASE2;Gilead Sciences;INDUSTRY;COMPLETED;2002-08;2007-01-12;59.0;France, Germany;NHL, B-cell NHL, Non-Hodgkins Lymphoma;;;;ClinicalTrials.gov;https://clinicaltrials.gov/study/NCT00421395;CD22;epratuzumab;Y-90;DOTA;Full-length IgG;Immunomedics;Direct conjugation;Phase 1/2;Industry;2002.0;Hematologic lineage marker;Full-length IgG;Beta emitter;Macrocyclic chelator
NCT05064306;131I-omburtamab;Full-length IgG;omburtamab;B7-H3 (CD276);I-131;Direct radioiodination;Direct radioiodination;Therapeutic;Memorial Sloan Kettering Cancer Center;Yes;HIGH;MEDIUM;HIGH;HIGH;HIGH;MEDIUM;MEDIUM;HIGH;MEDIUM;Expanded access: 131I-omburtamab (50 mCi intrathecal) for CNS/leptomeningeal neoplasms in children/young adults. FDA Breakthrough Therapy for neuroblastoma CNS mets.;llm_extracted;;;Memorial Sloan Kettering Cancer Center;OTHER;NO_LONGER_AVAILABLE;;2021-10-01;;United States;Central Nervous System/Leptomeningeal Neoplasms;;;;ClinicalTrials.gov;https://clinicaltrials.gov/study/NCT05064306;B7-H3;omburtamab (8H9);I-131;Direct radioiodination;Full-length IgG;Memorial Sloan Kettering Cancer Center;Direct radioiodination;;Academic/Hospital;2021.0;Immune checkpoint;Full-length IgG;Beta emitter;Direct radiohalogenation
NCT01221675;TF2 / 177Lu-IMP-288 (PRAIT);Bispecific antibody;TF2 (anti-CEA x anti-HSG);CEA;"Lu-177; In-111";DOTA;Bispecific pretargeting (PRAIT);Theranostic;Centre René Gauducheau / IBC Pharmaceuticals;Yes;HIGH;MEDIUM;HIGH;HIGH;HIGH;MEDIUM;MEDIUM;HIGH;MEDIUM;PRAIT for CEA-expressing SCLC and NSCLC. TF2 bsMAb + 177Lu-IMP-288 (therapy) + In-111-IMP-288 (imaging). Phase I/II.;llm_extracted;;PHASE1, PHASE2;Centre René Gauducheau;OTHER;COMPLETED;2011-06;2010-10-15;18.0;France;Small Cell Lung Cancer, CEA-expressing Non Small Cell Lung Carcinoma (NSCLC);;;;ClinicalTrials.gov;https://clinicaltrials.gov/study/NCT01221675;CEA;TF2;"Lu-177; In-111";DOTA;Bispecific antibody;Centre René Gauducheau / IBC Pharmaceuticals;Bispecific pretargeting;Phase 1/2;Academic/Hospital;2011.0;Epithelial tumor-associated antigen;Bispecific;Beta emitter;Macrocyclic chelator
NCT01468311;90Y-daclizumab;Full-length IgG;daclizumab;CD25 (IL-2Rα);"Y-90; In-111";DTPA;Direct conjugation;Theranostic;National Cancer Institute (NCI);Yes;HIGH;MEDIUM;HIGH;HIGH;HIGH;MEDIUM;MEDIUM;HIGH;MEDIUM;90Y-daclizumab (anti-CD25) + BEAM + ASCT for relapsed/refractory Hodgkin lymphoma. 111In-daclizumab for biodistribution imaging. NCI investigational.;llm_extracted;;PHASE1, PHASE2;National Cancer Institute (NCI);NIH;TERMINATED;2011-10-11;2011-11-09;6.0;United States;Hodgkin Disease, Hodgkin Lymphoma;;;UNKNOWN:12-C-0003;ClinicalTrials.gov;https://clinicaltrials.gov/study/NCT01468311;CD25;daclizumab;"Y-90; In-111";DTPA;Full-length IgG;National Cancer Institute (NCI);Direct conjugation;Phase 1/2;NIH;2011.0;Hematologic lineage marker;Full-length IgG;Beta emitter;Acyclic chelator
NCT00477815;90Y-ibritumomab tiuxetan (Zevalin);Full-length IgG;ibritumomab;CD20;"Y-90; In-111";MX-DTPA (tiuxetan);Direct conjugation;Theranostic;Bayer;Yes;HIGH;MEDIUM;HIGH;HIGH;HIGH;MEDIUM;MEDIUM;HIGH;MEDIUM;Zevalin + high-dose melphalan + ASCT for multiple myeloma. Non-standard indication. Mayo Clinic Phase I.;llm_extracted;;PHASE1;Mayo Clinic;OTHER;COMPLETED;2005-05-31;2007-05-24;30.0;United States;Multiple Myeloma and Plasma Cell Neoplasm;;;NIH:P30CA015083 | OTHER:MC048A | OTHER:449-05 | REGISTRY:NCI-2009-01399 | OTHER:021-03-ZEV | OTHER:106-P148;ClinicalTrials.gov;https://clinicaltrials.gov/study/NCT00477815;CD20;ibritumomab;"Y-90; In-111";MX-DTPA (tiuxetan);Full-length IgG;Bayer;Direct conjugation;Phase 1;Academic/Hospital;2005.0;Hematologic lineage marker;Full-length IgG;Beta emitter;Acyclic chelator
NCT05410418;Not applicable;;;;;;;;;No;;;;;;;;;;FALSE POSITIVE. Mosunetuzumab (bispecific T-cell engager) + polatuzumab vedotin (ADC). No radiolabeled antibody. Not RIT.;llm_extracted;;PHASE2;Washington University School of Medicine;OTHER;ACTIVE_NOT_RECRUITING;2022-10-24;2022-06-08;34.0;United States;Lymphoma, Follicular, Follicular Lymphoma;;;;ClinicalTrials.gov;https://clinicaltrials.gov/study/NCT05410418;;;;;;;;Phase 2;Academic/Hospital;2022.0;;;;
NCT02602067;131I-tenatumomab;Full-length IgG;tenatumomab;Tenascin-C;I-131;Direct radioiodination;Direct radioiodination;Therapeutic;Sigma-Tau i.f.r. S.p.A.;Yes;HIGH;MEDIUM;HIGH;HIGH;HIGH;MEDIUM;MEDIUM;HIGH;MEDIUM;Anti-Tenascin-C RIT for multiple solid tumor types. Sigma-Tau (Italian pharma). Phase I dose escalation.;llm_extracted;;PHASE1;sigma-tau i.f.r. S.p.A.;INDUSTRY;TERMINATED;2015-11;2015-11-11;2.0;France, Italy;Breast Neoplasm, Head and Neck Neoplasm, Skin Neoplasm, Respiratory Tract Neoplasm, Urogenital Neoplasm, Digestive System Neoplasm, Pancreatic Neoplasm, Connective and Soft Tissue Neoplasm, Lymphoma, Non-Hodgkin;2014-003832-38;;EUDRACT_NUMBER:2014-003832-38;ClinicalTrials.gov;https://clinicaltrials.gov/study/NCT02602067;Tenascin-C;tenatumomab;I-131;Direct radioiodination;Full-length IgG;Sigma-Tau i.f.r. S.p.A.;Direct radioiodination;Phase 1;Industry;2015.0;Stromal / ECM;Full-length IgG;Beta emitter;Direct radiohalogenation
NCT00514475;90Y-ibritumomab tiuxetan (Zevalin);Full-length IgG;ibritumomab;CD20;Y-90;MX-DTPA (tiuxetan);Direct conjugation;Therapeutic;Bayer;Yes;HIGH;MEDIUM;HIGH;HIGH;HIGH;MEDIUM;MEDIUM;HIGH;MEDIUM;Zevalin-BEAM/BEAC before ASCT for mantle cell lymphoma. Nordic Lymphoma Group Phase II.;llm_extracted;;PHASE2;Oslo University Hospital;OTHER;COMPLETED;2005-11;2007-08-10;160.0;Norway;Mantle Cell Lymphoma;;;;ClinicalTrials.gov;https://clinicaltrials.gov/study/NCT00514475;CD20;ibritumomab;Y-90;MX-DTPA (tiuxetan);Full-length IgG;Bayer;Direct conjugation;Phase 2;Academic/Hospital;2005.0;Hematologic lineage marker;Full-length IgG;Beta emitter;Acyclic chelator
NCT02320292;90Y-ibritumomab tiuxetan (Zevalin);Full-length IgG;ibritumomab;CD20;Y-90;MX-DTPA (tiuxetan);Direct conjugation;Therapeutic;Bayer;Yes;HIGH;MEDIUM;HIGH;HIGH;HIGH;MEDIUM;MEDIUM;HIGH;MEDIUM;Phase 3 Mayo Clinic: rituximab alone vs rituximab + Zevalin for untreated follicular lymphoma.;llm_extracted;;PHASE3;Mayo Clinic;OTHER;TERMINATED;2015-02-11;2014-12-19;20.0;United States;Ann Arbor Stage I Grade 1 Follicular Lymphoma, Ann Arbor Stage I Grade 2 Follicular Lymphoma, Ann Arbor Stage II Grade 1 Contiguous Follicular Lymphoma, Ann Arbor Stage II Grade 1 Non-Contiguous Follicular Lymphoma, Ann Arbor Stage II Grade 2 Contiguous Follicular Lymphoma, Ann Arbor Stage II Grade 2 Non-Contiguous Follicular Lymphoma, Ann Arbor Stage III Grade 1 Follicular Lymphoma, Ann Arbor Stage III Grade 2 Follicular Lymphoma, Ann Arbor Stage IV Grade 1 Follicular Lymphoma, Ann Arbor Stage IV Grade 2 Follicular Lymphoma;;;REGISTRY:NCI-2014-02476 | OTHER:LS138D | OTHER:14-003066;ClinicalTrials.gov;https://clinicaltrials.gov/study/NCT02320292;CD20;ibritumomab;Y-90;MX-DTPA (tiuxetan);Full-length IgG;Bayer;Direct conjugation;Phase 3;Academic/Hospital;2015.0;Hematologic lineage marker;Full-length IgG;Beta emitter;Acyclic chelator
NCT00064246;90Y-ibritumomab tiuxetan (Zevalin);Full-length IgG;ibritumomab;CD20;"Y-90; In-111";MX-DTPA (tiuxetan);Direct conjugation;Theranostic;Bayer;Yes;HIGH;MEDIUM;HIGH;HIGH;HIGH;MEDIUM;MEDIUM;HIGH;MEDIUM;Post-transplant lymphoproliferative disorder (PTLD). Phase I/II Zevalin + rituximab. NCI sponsored. Unusual indication.;llm_extracted;;PHASE1, PHASE2;National Cancer Institute (NCI);NIH;COMPLETED;2003-07;2003-07-09;28.0;United States;Post-transplant Lymphoproliferative Disorder, Recurrent Adult Burkitt Lymphoma, Recurrent Adult Diffuse Large Cell Lymphoma, Stage III Adult Burkitt Lymphoma, Stage III Adult Diffuse Large Cell Lymphoma, Stage IV Adult Burkitt Lymphoma, Stage IV Adult Diffuse Large Cell Lymphoma, Waldenström Macroglobulinemia;;;UNKNOWN:AMC-037 | NIH:U01CA070019 | REGISTRY:CDR0000310158;ClinicalTrials.gov;https://clinicaltrials.gov/study/NCT00064246;CD20;ibritumomab;"Y-90; In-111";MX-DTPA (tiuxetan);Full-length IgG;Bayer;Direct conjugation;Phase 1/2;NIH;2003.0;Hematologic lineage marker;Full-length IgG;Beta emitter;Acyclic chelator
NCT05501665;Not applicable;;;;;;;;;No;;;;;;;;;;FALSE POSITIVE. Split-course EBRT + pembrolizumab/nivolumab/ipilimumab/cemiplimab/atezolizumab. No radiolabeled antibody. Pattern #2.;llm_extracted;;PHASE1, PHASE2;Vanderbilt-Ingram Cancer Center;OTHER;RECRUITING;2023-05-09;2022-08-15;25.0;United States;Lung Non-Small Cell Carcinoma, Stage IV Lung Cancer AJCC v8, Stage III Lung Cancer;;;REGISTRY:NCI-2022-05101 | OTHER:VICCTHOP2185 | NIH:P30CA068485;ClinicalTrials.gov;https://clinicaltrials.gov/study/NCT05501665;;;;;;;;Phase 1/2;Academic/Hospital;2023.0;;;;
NCT00689169;90Y-ibritumomab tiuxetan (Zevalin);Full-length IgG;ibritumomab;CD20;Y-90;MX-DTPA (tiuxetan);Direct conjugation;Therapeutic;Bayer;Yes;HIGH;MEDIUM;HIGH;HIGH;HIGH;MEDIUM;MEDIUM;HIGH;MEDIUM;ZBEAM (Zevalin+BCNU/etoposide/aracytine/melphalan) + ASCT for poor prognosis DLBCL. LYSA Phase II.;llm_extracted;;PHASE2;Lymphoma Study Association;OTHER;COMPLETED;2007-08;2008-06-03;75.0;France;Lymphoma, Large Cell, Diffuse;2007-000270-23;;EUDRACT_NUMBER:2007-000270-23;ClinicalTrials.gov;https://clinicaltrials.gov/study/NCT00689169;CD20;ibritumomab;Y-90;MX-DTPA (tiuxetan);Full-length IgG;Bayer;Direct conjugation;Phase 2;Academic/Hospital;2007.0;Hematologic lineage marker;Full-length IgG;Beta emitter;Acyclic chelator
NCT01493479;90Y-ibritumomab tiuxetan (Zevalin);Full-length IgG;ibritumomab;CD20;Y-90;MX-DTPA (tiuxetan);Direct conjugation;Therapeutic;Bayer;Yes;HIGH;MEDIUM;HIGH;HIGH;HIGH;MEDIUM;MEDIUM;HIGH;MEDIUM;Fractionated Zevalin (2 x 11.1 MBq/kg, 9 weeks apart) as first-line for follicular lymphoma. Christie NHS Phase II.;llm_extracted;;PHASE2;The Christie NHS Foundation Trust;OTHER;COMPLETED;2007-06-06;2011-12-16;76.0;France, United Kingdom;Follicular Lymphoma;;;;ClinicalTrials.gov;https://clinicaltrials.gov/study/NCT01493479;CD20;ibritumomab;Y-90;MX-DTPA (tiuxetan);Full-length IgG;Bayer;Direct conjugation;Phase 2;Academic/Hospital;2007.0;Hematologic lineage marker;Full-length IgG;Beta emitter;Acyclic chelator
NCT00168727;90Y-ibritumomab tiuxetan (Zevalin);Full-length IgG;ibritumomab;CD20;Y-90;MX-DTPA (tiuxetan);Direct conjugation;Therapeutic;Biogen (Bayer);Yes;HIGH;MEDIUM;HIGH;HIGH;HIGH;MEDIUM;MEDIUM;HIGH;MEDIUM;Phase IV: Zevalin + 2-year rituximab maintenance for low-grade NHL (first/second relapse). Biogen sponsored.;llm_extracted;;PHASE4;Biogen;INDUSTRY;COMPLETED;2003-06-01;2005-09-15;12.0;United States;Lymphoma, Non-Hodgkin, Lymphoma, Low-Grade;;;UNKNOWN:Former Biogen Idec: 106-I001;ClinicalTrials.gov;https://clinicaltrials.gov/study/NCT00168727;CD20;ibritumomab;Y-90;MX-DTPA (tiuxetan);Full-length IgG;Biogen (Bayer);Direct conjugation;Phase 4;Industry;2003.0;Hematologic lineage marker;Full-length IgG;Beta emitter;Acyclic chelator
NCT00538668;177Lu-J591;Full-length IgG;J591;PSMA;Lu-177;DOTA;Direct conjugation;Therapeutic;Weill Medical College of Cornell University;Yes;HIGH;MEDIUM;HIGH;HIGH;HIGH;MEDIUM;MEDIUM;HIGH;MEDIUM;Phase I fractionated 177Lu-J591 (2 doses 2 weeks apart, 20-55 mCi/m2) for castration-resistant prostate cancer. Weill Cornell PSMA-RIT program.;llm_extracted;;PHASE1;Weill Medical College of Cornell University;OTHER;COMPLETED;2007-08;2007-10-03;55.0;United States;Prostate Cancer;;;UNKNOWN:Repetitive dosing 177Lu-J591;ClinicalTrials.gov;https://clinicaltrials.gov/study/NCT00538668;PSMA;J591;Lu-177;DOTA;Full-length IgG;Weill Medical College of Cornell University;Direct conjugation;Phase 1;Academic/Hospital;2007.0;Tissue-restricted tumor antigen;Full-length IgG;Beta emitter;Macrocyclic chelator
NCT03806179;Betalutin (177Lu-lilotomab tetraxetan);Full-length IgG;lilotomab;CD37;Lu-177;DOTA (tetraxetan);Direct conjugation;Therapeutic;Nordic Nanovector;Yes;HIGH;MEDIUM;HIGH;HIGH;HIGH;MEDIUM;MEDIUM;HIGH;MEDIUM;Betalutin (177Lu-lilotomab tetraxetan) anti-CD37 + rituximab for relapsed follicular lymphoma. Nordic Nanovector Phase 1b.;llm_extracted;;PHASE1;Nordic Nanovector;INDUSTRY;COMPLETED;2018-10-04;2019-01-16;7.0;Czechia, Norway;Non Hodgkin Lymphoma, Follicular Lymphoma, Relapsed Follicular Lymphoma;;;OTHER:2017-004506-18;ClinicalTrials.gov;https://clinicaltrials.gov/study/NCT03806179;CD37;lilotomab;Lu-177;DOTA;Full-length IgG;Nordic Nanovector;Direct conjugation;Phase 1;Industry;2018.0;Hematologic lineage marker;Full-length IgG;Beta emitter;Macrocyclic chelator
NCT00484874;I-131 tositumomab (Bexxar);Full-length IgG;tositumomab;CD20;I-131;Direct radioiodination;Direct radioiodination;Therapeutic;GlaxoSmithKline;Yes;HIGH;MEDIUM;HIGH;HIGH;HIGH;MEDIUM;MEDIUM;HIGH;MEDIUM;Bexxar for relapsed/refractory Hodgkin's lymphoma. Non-standard indication. Phase I/II Johns Hopkins.;llm_extracted;;PHASE1, PHASE2;Sidney Kimmel Comprehensive Cancer Center at Johns Hopkins;OTHER;COMPLETED;2007-06;2007-06-11;12.0;United States;Hodgkin's Disease;;;OTHER:NA_00005743;ClinicalTrials.gov;https://clinicaltrials.gov/study/NCT00484874;CD20;tositumomab;I-131;Direct radioiodination;Full-length IgG;GlaxoSmithKline;Direct radioiodination;Phase 1/2;Academic/Hospital;2007.0;Hematologic lineage marker;Full-length IgG;Beta emitter;Direct radiohalogenation
NCT00009776;90Y-Lym-1;Full-length IgG;Lym-1;HLA-DR (MHC class II);"Y-90; In-111";DOTA;Direct conjugation;Theranostic;University of California, Davis;Yes;HIGH;MEDIUM;HIGH;HIGH;HIGH;MEDIUM;MEDIUM;HIGH;MEDIUM;Phase I: 90Y-Lym-1 + paclitaxel + cyclosporine for NHL. In-111-Lym-1 for imaging. UC Davis academic RIT program.;llm_extracted;;PHASE1;University of California, Davis;OTHER;UNKNOWN;2001-03;2003-01-27;;United States;Lymphoma;;;UNKNOWN:UCD-991869 | UNKNOWN:NCI-V00-1641;ClinicalTrials.gov;https://clinicaltrials.gov/study/NCT00009776;HLA-DR;Lym-1;"Y-90; In-111";DOTA;Full-length IgG;University of California, Davis;Direct conjugation;Phase 1;Academic/Hospital;2001.0;Other;Full-length IgG;Beta emitter;Macrocyclic chelator
NCT04315246;177Lu-DTPA-omburtamab;Full-length IgG;omburtamab;B7-H3 (CD276);Lu-177;DTPA;Direct conjugation;Therapeutic;Y-mAbs Therapeutics;Yes;HIGH;MEDIUM;HIGH;HIGH;HIGH;MEDIUM;MEDIUM;HIGH;MEDIUM;Intracerebroventricular 177Lu-DTPA-omburtamab for adult leptomeningeal metastasis (breast, NSCLC, melanoma). Y-mAbs Phase I/II.;llm_extracted;;PHASE1, PHASE2;Y-mAbs Therapeutics;INDUSTRY;WITHDRAWN;2022-08-31;2020-03-19;0.0;United Kingdom, United States;Leptomeningeal Metastasis, Solid Tumor, Adult;;;;ClinicalTrials.gov;https://clinicaltrials.gov/study/NCT04315246;B7-H3;omburtamab (8H9);Lu-177;DTPA;Full-length IgG;Y-mAbs Therapeutics;Direct conjugation;Phase 1/2;Industry;2022.0;Immune checkpoint;Full-length IgG;Beta emitter;Acyclic chelator
